FID,ROAD_ID,ROADWAY,RD_STATUS,NUMSECTION,COUNTY,SECTION_,BEGIN_POST,END_POST,RTLENGTH,HIGHMEASUR,SHAPE_Leng,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,Shape__Length
241,93900103,93900103,16,2,93,900103,0,0.154,0.154,0.154,248.5091,4,93,Palm Beach,4,248.509109949191
242,46000102,46000102,09,3,46,000102,0,0.533,0.538,0.533,865.2329,3,46,Bay,3,865.232945185143
243,46000103,46000103,09,6,46,000103,0,0.547,0.545,0.547,876.9333,3,46,Bay,3,876.933272496674
244,46000105,46000105,09,2,46,000105,0,0.592,0.6,0.592,965.0152,3,46,Bay,3,965.015249127282
245,46000107,46000107,09,1,46,000107,0,0.656,0.657,0.656,1057.4147,3,46,Bay,3,1057.41471816336
246,46000111,46000111,09,1,46,000111,0,0.213,0.214,0.213,344.8139,3,46,Bay,3,344.813896692124
247,14470011,14470011,07,2,14,470011,0,0.281,0.281,0.281,451.5304,7,14,Pasco,8,451.530420644952
248,14000118,14000118,09,2,14,000118,0,2.475,2.475,2.475,3983.5141,7,14,Pasco,7,3983.51407285849
249,14110000,14110000,02,4,14,110000,0,3.448,3.448,3.448,5548.8845,7,14,Pasco,7,5548.8845458391
250,14000114,14000114,09,4,14,000114,0,7.845,7.837,7.845,12612.1268,7,14,Pasco,7,12612.1268092512
251,13130403,13130403,02,3,13,130403,0,0.403,0.406,0.403,653.3907,1,13,Manatee,1,653.390687535605
252,13120002,13120002,09,2,13,120002,0,0.093,0.093,0.093,149.2609,1,13,Manatee,1,149.260920449464
253,15000037,15000037,12,6,15,000037,0,1,1.009,1,1623.1165,7,15,Pinellas,7,1623.11647890101
254,71511000,71511000,09,3,71,511000,0,0.74,0.741,0.74,1193.0389,2,71,Clay,2,1193.03886153701
255,15070001,15070001,02,3,15,070001,0,0.479,0.482,0.479,775.5966,7,15,Pinellas,7,775.59662076067
256,17000137,17000137,09,1,17,000137,0,1.095,1.093,1.095,1759.3875,1,17,Sarasota,1,1759.38747632754
257,17000024,17000024,09,1,17,000024,0,1.022,1.022,1.022,1645.1464,1,17,Sarasota,1,1645.14638445579
258,70220066,70220066,07,2,70,220066,0,0.239,0.236,0.239,379.701,5,70,Brevard,5,379.700977935626
259,17520000,17520000,09,2,17,520000,0,2.864,2.865,2.864,4611.1169,1,17,Sarasota,1,4611.11686081818
260,54001000,54001000,02,9,54,001000,0,19.487,19.485,19.487,31358.5591,3,54,Jefferson,3,31358.5590630307
261,14030018,14030018,09,3,14,030018,0,1.976,1.983,1.976,3190.7308,7,14,Pasco,7,3190.73080246764
262,17000048,17000048,09,4,17,000048,0,1.7,1.694,1.7,2726.5432,1,17,Sarasota,1,2726.54319057934
263,70000179,70000179,09,1,70,000179,0,0.755,0.757,0.755,1218.206,5,70,Brevard,5,1218.20601536877
264,17000531,17000531,09,10,17,000531,0,4.031,4.042,4.031,6504.4865,1,17,Sarasota,1,6504.48648673526
265,15000414,15000414,09,1,15,000414,0,0.504,0.505,0.504,813.457,7,15,Pinellas,7,813.457029399364
266,29002000,29002000,02,10,29,002000,0,3.471,3.474,3.471,5591.183,2,29,Columbia,2,5591.18298930159
267,87000434,87000434,09,1,87,000434,0,0.698,0.702,0.698,1129.8912,6,87,Miami-Dade,6,1129.8912426708
268,87000538,87000538,09,3,87,000538,0,0.404,0.403,0.404,648.5663,6,87,Miami-Dade,6,648.566291004414
269,79000371,79000371,09,1,79,000371,0,0.527,0.53,0.527,853.5511,5,79,Volusia,5,853.551127188932
270,56580008,56580008,09,2,56,580008,0,0.208,0.207,0.208,332.9521,3,56,Liberty,3,332.952076259771
271,56590002,56590002,09,4,56,590002,0,0.719,0.719,0.719,1156.9583,3,56,Liberty,3,1156.95832436434
272,56900002,56900002,16,1,56,900002,0,0.406,0.409,0.406,657.5412,3,56,Liberty,3,657.5411744818
273,56590005,56590005,09,6,56,590005,0,0.442,0.442,0.442,710.8809,3,56,Liberty,3,710.880904973814
274,15150015,15150015,07,1,15,150015,0,0.278,0.275,0.278,443.3471,7,15,Pinellas,7,443.34712505976
275,15000030,15000030,09,4,15,000030,0,1.274,1.269,1.274,2042.7755,7,15,Pinellas,7,2042.77548843225
276,15000004,15000004,09,2,15,000004,0,1.444,1.445,1.444,2325.1624,7,15,Pinellas,7,2325.16237383902
277,92472006,92472006,07,2,92,472006,0,0.371,0.363,0.371,583.4484,5,92,Osceola,8,583.448372284468
278,46160102,46160102,02,1,46,160102,0,0.296,0.295,0.296,474.0242,3,46,Bay,3,474.024215282151
279,61900001,61900001,16,1,61,900001,0,2.219,2.233,2.219,3594.0125,3,61,Washington,3,3594.01249395083
280,55130003,55130003,09,5,55,130003,0,0.269,0.276,0.269,443.5925,3,55,Leon,3,443.592454987375
281,14000008,14000008,09,2,14,000008,0,1.022,1.021,1.022,1643.2315,7,14,Pasco,7,1643.23154151951
282,93900104,93900104,16,3,93,900104,0,0.141,0.141,0.141,227.0849,4,93,Palm Beach,4,227.08487052012
283,47505001,47505001,09,1,47,505001,0,0.489,0.4896,0.489,787.9937,3,47,Calhoun,3,787.993682237087
284,14040101,14040101,02,1,14,040101,0,0.248,0.247,0.248,397.2796,7,14,Pasco,7,397.279574863081
285,47510001,47510001,09,1,47,510001,0,0.569,0.5635,0.569,906.8122,3,47,Calhoun,3,906.812157284184
286,14000007,14000007,09,2,14,000007,0,3.612,3.609,3.612,5808.2192,7,14,Pasco,7,5808.21921928906
287,46000116,46000116,09,1,46,000116,0,0.942,0.942,0.942,1516.6154,3,46,Bay,3,1516.61540286426
288,94000034,94000034,09,2,94,000034,0,1.326,1.326,1.326,2134.4238,4,94,St. Lucie,4,2134.42382161247
289,46000122,46000122,09,1,46,000122,0,0.382,0.382,0.382,614.2824,3,46,Bay,3,614.282426791666
290,46000120,46000120,09,1,46,000120,0,0.457,0.459,0.457,738.6328,3,46,Bay,3,738.632794995803
291,75000470,75000470,09,2,75,000470,0,0.725,0.725,0.725,1167.0354,5,75,Orange,5,1167.03540267649
292,94507000,94507000,09,1,94,507000,0,6.143,6.143,6.143,9886.2626,4,94,St. Lucie,4,9886.26258922463
293,16000602,16000602,09,3,16,000602,0,1.532,1.531,1.532,2463.841,1,16,Polk,1,2463.84099907492
294,12010003,12010003,07,1,12,010003,0,0.107,0.106,0.107,171.1876,1,12,Lee,1,171.187635284244
295,12000204,12000204,09,1,12,000204,0,1.437,1.438,1.437,2314.1135,1,12,Lee,1,2314.11352315509
296,56506000,56506000,09,1,56,506000,0,7.72,7.729,7.72,12438.6854,3,56,Liberty,3,12438.685404526
297,12000241,12000241,09,2,12,000241,0,5.366,5.366,5.366,8635.3397,1,12,Lee,1,8635.33974533736
298,13000149,13000149,09,5,13,000149,0,6.157,6.167,6.157,9924.6955,1,13,Manatee,1,9924.69550313934
299,55320003,55320003,07,4,55,320003,0,0.252,0.431,0.252,693.4008,3,55,Leon,3,693.400824248691
300,55320004,55320004,07,4,55,320004,0,0.22,0.327,0.22,526.7797,3,55,Leon,3,526.779684393591
301,53090031,53090031,07,3,53,090031,0,0.125,0.13,0.125,209.1714,3,53,Jackson,3,209.171381684298
302,18030000,18030000,02,8,18,030000,0,17.962,17.956,17.962,28897.7367,5,18,Sumter,5,28897.7366622587
303,36000167,36000167,09,5,36,000167,0,1.806,1.804,1.806,2903.7545,5,36,Marion,5,2903.75447577023
304,70000054,70000054,09,2,70,000054,0,0.53,0.529,0.53,850.6094,5,70,Brevard,5,850.609439501712
305,56540001,56540001,09,1,56,540001,0,0.573,0.574,0.573,924.1926,3,56,Liberty,3,924.192590199321
306,92472007,92472007,07,2,92,472007,0,0.279,0.2733,0.279,439.9113,5,92,Osceola,8,439.911261790484
307,12000582,12000582,09,3,12,000582,0,1.432,1.437,1.432,2312.5469,1,12,Lee,1,2312.5468681956
308,92472011,92472011,07,1,92,472011,0,0.143,0.1442,0.143,232.1043,5,92,Osceola,8,232.104299414469
309,56550000,56550000,09,5,56,550000,0,7.97,7.966,7.97,12819.8565,3,56,Liberty,3,12819.8564658526
310,87004000,87004000,02,7,87,004000,0,4.921,4.919,4.921,7916.9079,6,87,Miami-Dade,6,7916.907931981
311,46000013,46000013,09,1,46,000013,0,0.239,0.238,0.239,382.3465,3,46,Bay,3,382.346504583347
312,77470023,77470023,07,1,77,470023,0,0.21,0.213,0.21,342.4771,5,77,Seminole,8,342.477142326628
313,48040013,48040013,07,3,48,040013,0,0.167,0.213,0.167,343.414,3,48,Escambia,3,343.413995088187
314,73000042,73000042,09,2,73,000042,0,0.388,0.393,0.388,632.5502,5,73,Flagler,5,632.550173307493
315,34513000,34513000,09,3,34,513000,0,7.941,7.94,7.941,12778.2484,2,34,Levy,2,12778.2483730041
316,77470018,77470018,07,2,77,470018,0,0.2,0.2,0.2,322.4803,5,77,Seminole,8,322.480320614262
317,77470002,77470002,07,2,77,470002,0,0.291,0.293,0.291,471.0272,5,77,Seminole,8,471.02724024266
318,77000109,77000109,09,3,77,000109,0,0.634,0.639,0.634,1027.8312,5,77,Seminole,5,1027.83120682835
319,50704000,50704000,09,4,50,704000,0,5.3,5.301,5.3,8531.3694,3,50,Gadsden,3,8531.36941225727
320,8000006,08000006,09,2,08,000006,0,1.433,1.431,1.433,2302.5085,7,08,Hernando,7,2302.50847605238
321,93598000,93598000,09,5,93,598000,0,0.324,0.326,0.324,524.2358,4,93,Palm Beach,4,524.235791966064
322,93900209,93900209,16,4,93,900209,0,0.212,0.213,0.212,342.3935,4,93,Palm Beach,4,342.393506666542
323,8501000,08501000,09,2,08,501000,0,1.247,1.244,1.247,2001.2437,7,08,Hernando,7,2001.24373306655
324,93900102,93900102,16,1,93,900102,0,0.124,0.124,0.124,200.1663,4,93,Palm Beach,4,200.166281024576
325,8502000,08502000,09,3,08,502000,0,1.16,1.169,1.16,1881.986,7,08,Hernando,7,1881.98601893316
326,8002000,08002000,02,9,08,002000,0,3.86,3.857,3.86,6207.9541,7,08,Hernando,7,6207.95408360757
327,15000425,15000425,09,1,15,000425,0,0.863,0.863,0.863,1388.7556,7,15,Pinellas,7,1388.75560005097
328,13000013,13000013,09,5,13,000013,0,2.8,2.793,2.8,4495.4987,1,13,Manatee,1,4495.49871181327
329,15000198,15000198,09,1,15,000198,0,0.509,0.512,0.509,823.1936,7,15,Pinellas,7,823.19362491882
330,15000436,15000436,09,1,15,000436,0,0.39,0.396,0.39,637.4746,7,15,Pinellas,7,637.474615063634
331,26512000,26512000,09,3,26,512000,0,2.784,2.788,2.784,4487.194,2,26,Alachua,2,4487.19400752683
332,71050000,71050000,02,17,71,050000,0,23.614,23.597,23.614,37975.3566,2,71,Clay,2,37975.3565879234
333,13000056,13000056,09,4,13,000056,0,2.3,2.298,2.3,3698.6344,1,13,Manatee,1,3698.63442208807
334,32100024,32100024,07,2,32,100024,0,0.208,0.216,0.208,347.639,2,32,Hamilton,2,347.639003703138
335,13000115,13000115,09,3,13,000115,0,1.291,1.296,1.291,2085.9291,1,13,Manatee,1,2085.92910995732
336,74000022,74000022,09,3,74,000022,0,1.649,1.648,1.649,2652.0949,2,74,Nassau,2,2652.09488740961
337,10000270,10000270,09,11,10,000270,0,4.898,4.9,4.898,7885.6137,7,10,Hillsborough,7,7885.61370325501
338,71060000,71060000,09,5,71,060000,0,2.629,2.632,2.629,4235.5929,2,71,Clay,2,4235.59288050247
339,37000003,37000003,09,3,37,000003,0,6.497,6.494,6.497,10450.4849,2,37,Suwannee,2,10450.4848728763
340,3900025,03900025,16,2,03,900025,0,0.258,0.258,0.258,415.7919,1,03,Collier,1,415.791861629971
341,13175800,13175800,10,4,13,175800,0,3.769,3.767,3.769,6063.0644,1,13,Manatee,1,6063.06443964603
342,15000438,15000438,09,2,15,000438,0,1.706,1.708,1.706,2748.3886,7,15,Pinellas,7,2748.38863079187
343,12000208,12000208,09,4,12,000208,0,2.721,2.72,2.721,4377.0355,1,12,Lee,1,4377.03553340275
344,77250000,77250000,09,2,77,250000,0,0.644,0.645,0.644,1037.3448,5,77,Seminole,5,1037.3448420866
345,92130011,92130011,07,2,92,130011,0,0.215,0.2072,0.215,333.3925,5,92,Osceola,5,333.392540579958
346,46000014,46000014,09,1,46,000014,0,1.023,1.028,1.023,1653.8555,3,46,Bay,3,1653.85553502405
347,11000018,11000018,09,3,11,000018,0,2.733,2.734,2.733,4399.7039,5,11,Lake,5,4399.70389711389
348,3900024,03900024,16,2,03,900024,0,0.617,0.617,0.617,992.6963,1,03,Collier,1,992.69627429691
349,86070040,86070040,07,3,86,070040,0,0.948,0.944,0.948,1519.6634,4,86,Broward,4,1519.66337314193
350,79000374,79000374,09,2,79,000374,0,0.298,0.297,0.298,478.323,5,79,Volusia,5,478.323026472287
351,14000016,14000016,09,4,14,000016,0,3.015,3.009,3.015,4841.7318,7,14,Pasco,7,4841.73177827966
352,46020004,46020004,09,3,46,020004,0,1.03,1.034,1.03,1664.367,3,46,Bay,3,1664.36704901744
353,14660000,14660000,09,6,14,660000,0,2.339,2.34,2.339,3766.3673,7,14,Pasco,7,3766.36730033475
354,75000053,75000053,09,3,75,000053,0,1.178,1.181,1.178,1900.9618,5,75,Orange,5,1900.96175776924
355,71140000,71140000,09,6,71,140000,0,4.288,4.284,4.288,6893.9542,2,71,Clay,2,6893.9542217484
356,15000275,15000275,09,2,15,000275,0,2.004,2.007,2.004,3229.6607,7,15,Pinellas,7,3229.66070501961
357,32100008,32100008,07,2,32,100008,0,0.154,0.155,0.154,248.9245,2,32,Hamilton,2,248.924512678489
358,32100007,32100007,07,2,32,100007,0,0.2,0.196,0.2,315.8341,2,32,Hamilton,2,315.834083061497
359,17000029,17000029,09,8,17,000029,0,2.5,2.494,2.5,4012.9157,1,17,Sarasota,1,4012.91566185568
360,16900030,16900030,16,1,16,900030,0,5.559,5.557,5.559,8943.1543,1,16,Polk,1,8943.15432622327
361,70471001,70471001,07,1,70,471001,0,0.682,0.682,0.682,1097.4671,5,70,Brevard,8,1097.46711808234
362,74050015,74050015,09,1,74,050015,0,0.755,0.7523,0.755,1210.659,2,74,Nassau,2,1210.65899881974
363,15000467,15000467,09,3,15,000467,0,1.062,1.063,1.062,1710.591,7,15,Pinellas,7,1710.59096791953
364,70220068,70220068,07,2,70,220068,0,0.279,0.289,0.279,464.3149,5,70,Brevard,5,464.31493484475
365,16900032,16900032,16,2,16,900032,0,0.502,0.502,0.502,807.4911,1,16,Polk,1,807.491079917641
366,74000012,74000012,09,1,74,000012,0,0.704,0.7111,0.704,1144.4298,2,74,Nassau,2,1144.42983322663
367,13900013,13900013,16,1,13,900013,0,0.504,0.503,0.504,810.239,1,13,Manatee,1,810.239003380166
368,11000079,11000079,09,1,11,000079,0,3.341,3.339,3.341,5372.975,5,11,Lake,5,5372.9750108851
369,49000011,49000011,09,1,49,000011,0,1.775,1.773,1.775,2854.0466,3,49,Franklin,3,2854.04658984798
370,48000026,48000026,09,4,48,000026,0,0.549,0.552,0.549,887.6665,3,48,Escambia,3,887.666512661319
371,77000006,77000006,09,5,77,000006,0,2.521,2.53,2.521,4071.272,5,77,Seminole,5,4071.27200137935
372,70470003,70470003,07,2,70,470003,0,0.606,0.605,0.606,973.2979,5,70,Brevard,8,973.297928286027
373,56580010,56580010,09,3,56,580010,0,0.29,0.302,0.29,485.6344,3,56,Liberty,3,485.634352697552
374,92473004,92473004,07,1,92,473004,0,0.519,0.519,0.519,834.6026,5,92,Osceola,8,834.602621829355
375,8470005,08470005,07,1,08,470005,0,0.234,0.233,0.234,375.6088,7,08,Hernando,8,375.608779473691
376,32000006,32000006,09,1,32,000006,0,3.361,3.36,3.361,5407.7021,2,32,Hamilton,2,5407.70206608426
377,89900085,89900085,16,2,89,900085,0,2.519,2.518,2.519,4052.9836,4,89,Martin,4,4052.98356272584
378,29508000,29508000,09,2,29,508000,0,5.136,5.137,5.136,8267.7869,2,29,Columbia,2,8267.78686010827
379,87040101,87040101,02,7,87,040101,0,0.565,0.558,0.565,898.1949,6,87,Miami-Dade,6,898.194909182842
380,47512000,47512000,09,1,47,512000,0,1.246,1.248,1.246,2008.4151,3,47,Calhoun,3,2008.41512969911
381,61010000,61010000,02,31,61,010000,0,22.914,23.001,22.914,37015.7408,3,61,Washington,3,37015.7407834765
382,16000300,16000300,12,1,16,000300,0,3.424,3.424,3.424,5511.1488,1,16,Polk,1,5511.14882206934
383,14000058,14000058,09,3,14,000058,0,0.751,0.748,0.751,1203.3849,7,14,Pasco,7,1203.3849320906
384,14580001,14580001,09,5,14,580001,0,1.249,1.248,1.249,2008.6668,7,14,Pasco,7,2008.66684409937
385,14000032,14000032,09,3,14,000032,0,1.273,1.272,1.273,2047.5851,7,14,Pasco,7,2047.58512314439
386,46532000,46532000,09,3,46,532000,0,1.23,1.233,1.23,1984.4793,3,46,Bay,3,1984.47932670309
387,14000006,14000006,09,2,14,000006,0,0.186,0.189,0.186,303.4005,7,14,Pasco,7,303.400477045313
388,14000090,14000090,09,2,14,000090,0.198,0.565,0.36,0.565,579.6842,7,14,Pasco,7,579.68418146156
389,92471023,92471023,07,2,92,471023,0,0.274,0.272,0.274,437.1631,5,92,Osceola,8,437.163050900896
390,14000026,14000026,09,4,14,000026,0,1.791,1.8,1.791,2896.0902,7,14,Pasco,7,2896.09023400155
391,14000067,14000067,09,4,14,000067,0,1.996,1.995,1.996,3210.4556,7,14,Pasco,7,3210.45562329656
392,12000592,12000592,09,9,12,000592,0,6.156,6.144,6.156,9888.1484,1,12,Lee,1,9888.14841584695
393,14000049,14000049,09,23,14,000049,0,9.322,9.321,9.322,15000.2619,7,14,Pasco,7,15000.2619390788
394,14000089,14000089,09,2,14,000089,0,0.656,0.648,0.656,1042.396,7,14,Pasco,7,1042.39601872604
395,12000244,12000244,09,2,12,000244,0,0.817,0.81,0.817,1304.362,1,12,Lee,1,1304.3619624749
396,79000334,79000334,09,2,79,000334,0,0.028,0.028,0.028,45.4737,5,79,Volusia,5,45.4737103181174
397,15090500,15090500,09,5,15,090500,0,3.386,3.387,3.386,5450.8133,7,15,Pinellas,7,5450.81330949047
398,56580005,56580005,09,3,56,580005,0,0.355,0.361,0.355,581.0086,3,56,Liberty,3,581.008645612693
399,71519000,71519000,09,2,71,519000,0,1.757,1.757,1.757,2828.3478,2,71,Clay,2,2828.34783705238
400,14900003,14900003,16,3,14,900003,0,0.703,0.699,0.703,1124.6359,7,14,Pasco,7,1124.6359353535
401,56505000,56505000,09,1,56,505000,0,0.673,0.673,0.673,1083.8793,3,56,Liberty,3,1083.87927408948
402,56508000,56508000,09,1,56,508000,0,0.984,0.986,0.984,1586.4861,3,56,Liberty,3,1586.48605799799
403,56580011,56580011,09,1,56,580011,0,0.308,0.303,0.308,488.326,3,56,Liberty,3,488.326023896803
404,15000001,15000001,09,1,15,000001,0,2.038,2.043,2.038,3288.2628,7,15,Pinellas,7,3288.26278387093
405,14000018,14000018,09,8,14,000018,0,3.37,3.365,3.37,5414.847,7,14,Pasco,7,5414.84698120355
406,56590003,56590003,09,2,56,590003,0,0.146,0.138,0.146,222.4553,3,56,Liberty,3,222.455322987996
407,13000117,13000117,09,1,13,000117,0,1.516,1.516,1.516,2440.3702,1,13,Manatee,1,2440.37023405789
408,56520000,56520000,09,2,56,520000,0,9.597,9.625,9.597,15489.5204,3,56,Liberty,3,15489.5203873004
409,14000019,14000019,09,4,14,000019,0,1.985,1.984,1.985,3192.9637,7,14,Pasco,7,3192.9637339684
410,14000066,14000066,09,2,14,000066,0,0.508,0.518,0.508,832.9358,7,14,Pasco,7,832.935785045273
411,77000239,77000239,09,2,77,000239,0,0.859,0.857,0.859,1379.433,5,77,Seminole,5,1379.43302985072
412,56550002,56550002,09,1,56,550002,0,0.583,0.5807,0.583,934.4662,3,56,Liberty,3,934.466152179202
413,56590010,56590010,09,2,56,590010,0,0.143,0.139,0.143,224.4377,3,56,Liberty,3,224.437738895629
414,56603000,56603000,09,1,56,603000,0,0.898,0.898,0.898,1445.4412,3,56,Liberty,3,1445.44122407459
415,13100000,13100000,09,9,13,100000,0,6.242,6.233,6.242,10030.5871,1,13,Manatee,1,10030.5870568896
416,70000053,70000053,09,4,70,000053,0,2.917,2.916,2.917,4692.5012,5,70,Brevard,5,4692.50121797516
417,56601000,56601000,09,5,56,601000,0,2.291,2.292,2.291,3687.8488,3,56,Liberty,3,3687.84877115209
418,87000352,87000352,09,2,87,000352,0,0.069,0.067,0.069,107.5081,6,87,Miami-Dade,6,107.508115799728
419,56580012,56580012,09,1,56,580012,0,0.16,0.16,0.16,257.6839,3,56,Liberty,3,257.683944924891
420,56520001,56520001,09,1,56,520001,0,0.845,0.8446,0.845,1359.2253,3,56,Liberty,3,1359.22533016778
421,56590009,56590009,09,2,56,590009,0,0.204,0.203,0.204,327.411,3,56,Liberty,3,327.411018661388
422,74010000,74010000,02,1,74,010000,0,2.173,2.166,2.173,3485.1332,2,74,Nassau,2,3485.13320182771
423,76630000,76630000,09,1,76,630000,0,7.78,7.783,7.78,12525.5588,2,76,Putnam,2,12525.5587964175
424,13510000,13510000,09,2,13,510000,0,11.136,11.135,11.136,17919.2992,1,13,Manatee,1,17919.2992247406
425,32590001,32590001,09,1,32,590001,0,2.265,2.2689,2.265,3651.4196,2,32,Hamilton,2,3651.41962157684
426,74090000,74090000,09,1,74,090000,0,1.381,1.381,1.381,2222.4853,2,74,Nassau,2,2222.48530100322
427,74000026,74000026,09,1,74,000026,0,0.715,0.715,0.715,1150.7789,2,74,Nassau,2,1150.77891811452
428,71550000,71550000,09,3,71,550000,0,5.043,5.043,5.043,8115.3715,2,71,Clay,2,8115.37145589611
429,53502000,53502000,09,7,53,502000,0,12.5,12.52,12.5,20149.6098,3,53,Jackson,3,20149.6097899531
430,13000084,13000084,09,4,13,000084,0,1.787,1.781,1.787,2866.5323,1,13,Manatee,1,2866.53233417967
431,15000450,15000450,09,2,15,000450,0,0.526,0.524,0.526,843.3739,7,15,Pinellas,7,843.373908385052
432,17000709,17000709,09,2,17,000709,0,3.746,3.746,3.746,6028.6126,1,17,Sarasota,1,6028.61262881164
433,70225088,70225088,07,2,70,225088,0,0.215,0.218,0.215,350.9988,5,70,Brevard,5,350.998799475
434,17503000,17503000,09,15,17,503000,0,7.18,7.181,7.18,11556.1076,1,17,Sarasota,1,11556.1075711185
435,70220128,70220128,07,2,70,220128,0,0.341,0.342,0.341,550.0491,5,70,Brevard,5,550.049060458186
436,60000076,60000076,09,1,60,000076,0,0.893,0.894,0.893,1438.4513,3,60,Walton,3,1438.45128653342
437,70225087,70225087,07,2,70,225087,0,0.176,0.177,0.176,284.2541,5,70,Brevard,5,284.254129093312
438,17000059,17000059,09,3,17,000059,0,1.6,1.604,1.6,2581.4604,1,17,Sarasota,1,2581.4603592366
439,17000049,17000049,09,6,17,000049,0,2.045,2.04,2.045,3282.8993,1,17,Sarasota,1,3282.89932957913
440,32500000,32500000,09,2,32,500000,0,0.801,0.801,0.801,1289.0518,2,32,Hamilton,2,1289.0518023869
441,70000009,70000009,09,1,70,000009,0,1.132,1.132,1.132,1821.0054,5,70,Brevard,5,1821.00542164398
442,17008000,17008000,02,17,17,008000,0,5.432,5.458,5.432,8783.1927,1,17,Sarasota,1,8783.192730058
443,15025000,15025000,02,6,15,025000,0,1.592,1.591,1.592,2559.8135,7,15,Pinellas,7,2559.81354745282
444,49000018,49000018,09,2,49,000018,0,4.199,4.201,4.199,6761.1807,3,49,Franklin,3,6761.18071269399
445,86470109,86470109,07,1,86,470109,0,0.215,0.215,0.215,345.4898,4,86,Broward,8,345.489776625835
446,86470106,86470106,07,1,86,470106,0,0.235,0.235,0.235,378.436,4,86,Broward,8,378.435973448308
447,71000032,71000032,09,6,71,000032,0,3.773,3.777,3.773,6078.8548,2,71,Clay,2,6078.8547755357
448,13000026,13000026,09,4,13,000026,0,2.3,2.32,2.3,3733.3289,1,13,Manatee,1,3733.32894289722
449,13120000,13120000,12,14,13,120000,0,6.423,6.427,6.423,10342.601,1,13,Manatee,1,10342.6009594684
450,75000518,75000518,09,2,75,000518,0,2.384,2.384,2.384,3837.4613,5,75,Orange,5,3837.46127080904
451,75570000,75570000,09,9,75,570000,0,1.328,1.343,1.328,2161.9036,5,75,Orange,5,2161.90355424726
452,11683000,11683000,02,3,11,683000,0,2.11,2.111,2.11,3396.5708,5,11,Lake,5,3396.57084002132
453,86900112,86900112,16,1,86,900112,0,0.199,0.198,0.199,318.2411,4,86,Broward,4,318.241053488211
454,90504014,90504014,09,1,90,504014,0,0.318,0.3178,0.318,511.3981,6,90,Monroe,6,511.39808681696
455,32560500,32560500,09,1,32,560500,0,3.273,3.273,3.273,5267.0855,2,32,Hamilton,2,5267.08551122074
456,52900001,52900001,16,2,52,900001,0,0.239,0.24,0.239,386.948,3,52,Holmes,3,386.947976313724
457,71000007,71000007,09,1,71,000007,0,4.513,4.514,4.513,7264.1499,2,71,Clay,2,7264.14993103394
458,26070068,26070068,12,4,26,070068,0,1.767,1.756,1.767,2825.9738,2,26,Alachua,2,2825.97376272445
459,74000024,74000024,09,3,74,000024,0,7.275,7.273,7.275,11704.4871,2,74,Nassau,2,11704.4871298338
